alimento_id,alimento,Carbohidratos,Energía,Lípidos,Proteína,Sodio
08_B_0077,"Caldo de frijol con chipilín",,,,,
08_B_0078,"Caldo de frijol con lengua de vaca",,,,,
08_B_0079,"Caldo de cantera chenek",,,,,
08_B_0080,"Caldo de flor de botil y otras verduras",,,,,
08_B_0081,"Caldo de flor de botil con epazote",,,,,
08_B_0082,"Hojas y flores hervidas de frijol ibes",,,,,
08_B_0083,"Flor de botil con huevo",,,,,
08_B_0084,"Caldo de chilacayote",,,,,
08_B_0085,"Chayote cocido",,,,,
08_B_0086,"Calabaza en dulce",,,,,
08_B_0087,"Chilacayote en dulce",,,,,
08_B_0088,"Caldo de hierbamora",,,,,
08_B_0089,"Caldo de tomate de ratón y hierbamora",,,,,
08_B_0090,"Caldo de puntas de chayote",,,,,
08_B_0091,"Caldo de verduras",,,,,
08_B_0092,"Caldo de hojas o puntas de papa",,,,,
08_B_0093,"Caldo de chipilín",,,,,
08_B_0094,"Caldo de chipilín con bolita",,,,,
08_B_0095,"Caldo de nabito o nabo",,,,,
08_B_0096,"Caldo de hoja de col",,,,,
08_B_0097,"Caldo de verdolaga",,,,,
08_B_0098,"Hierbamora hervida",,,,,
08_B_0099,"Paitá hervida",,,,,
08_B_0100,"Mostaza hervida",,,,,
08_B_0101,"Espina de monte, carlosanto hervida con frijol botil",,,,,
08_B_0102,"Maruch itaj hervida",,,,,
08_B_0103,"Chaya hervida",,,,,
08_B_0104,"Kulishek con carne de cerdo",,,,,
08_B_0105,"Verdolaga en ensalada",,,,,
08_B_0106,"Bledo refrito con jitomate y cebolla",,,,,
08_B_0107,"Habas con hojas verdes",,,,,
08_B_0108,"Caldo de habas",,,,,
08_B_0109,"Caldo de yuca",,,,,
08_B_0110,"Tepescamote hervido con chile",,,,,
08_B_0111,"Cueza de chayote",,,,,
08_B_0112,Papa,,,,,
08_B_0113,"Camote morado cocido",,,,,
08_B_0114,"Camote en dulce",,,,,
08_B_0115,Malanga,,,,,
08_B_0116,"Dulce de taro",,,,,
08_B_0117,"Sats' en caldo",,,,,
08_B_0118,"Sats' frito",,,,,
08_B_0119,Tok',,,,,
08_B_0120,"Tok' con frijol",,,,,
08_B_0121,"Tok' con huevo",,,,,
08_B_0122,"Caldo de tok'",,,,,
08_B_0123,"Hongo canchai o canalchai",,,,,
08_B_0124,"Hongo cáscara de árbol",,,,,
08_B_0125,"Hongo ánfora amarilla en caldo",,,,,
08_B_0126,"Rata de monte  con punta de chayote",,,,,
08_B_0127,"Caracoles en caldo",,,,,
08_B_0128,"Caracoles de río",,,,,
08_B_0129,"Caldo de alférez",,,,,
08_B_0130,"Caldo de res",,,,,
08_B_0131,"Caldo de carne con calabaza verde",,,,,
08_B_0132,"Carne ahumada",,,,,
08_B_0133,"Comida para Todos Santos",,,,,
08_B_0134,"Cihuamut de conejo",,,,,
08_B_0135,"Cocido de conejo",,,,,
08_B_0136,"Asado de cerdo",,,,,
08_B_0137,"Caldo de gallina",,,,,
08_B_0138,"Caldo de chile con huevos duros",,,,,
08_B_0139,"Guisado de pescado seco",,,,,
08_B_0140,"Caldo de pescado",,,,,
08_B_0141,"Guajolote en caldo",,,,,
08_B_0142,"Huevos de gallina de rancho",,,,,
08_B_0143,"Caldo de huevo para ""crudos""",,,,,
08_B_0144,Achicoria,,,,,
09_A_0001,Acelga,"4.3 g",,"0.1 g","2.24 g",
09_A_0002,Aguacate,"8.53 g",,"14.66 g","2 g",
09_A_0003,"Aguacatillo cimarrón","13 g",,"23 g","3 g",
09_A_0004,"Begonia 1","46 g",,"1.4 g","11.7 g",
09_A_0005,"Begonia 2","47 g",,"1.4 g","11.7 g",
09_A_0006,Berros,"2.03 g",,"3 g","1.6 g",
09_A_0007,"Cabeza de toro",,,,,
09_A_0008,Cebollina,"4.4 g",,"0.1 g","0.5 g",
09_A_0009,Chaya,"9.2 g",,"0.4 g","5.6 g",
09_A_0010,Chayote,"5 g",,"0 g","1 g",
09_A_0011,"Tomate criollo","3.5 g",,"0.21 g","0.88 g","9 mg"
09_A_0012,Chile,"8 g",,"0.6 g","1.9 g",
09_A_0013,"Chile ancho","62 g",,"6.4 g","7 g",
09_A_0014,"Chile bola","1.6 g",,"0.2 g","0.3 g",
09_A_0015,"Chile seco","3.6 g",,"1.1 g",,
09_A_0016,"Chile serrano","7.2 g",,"0.4 g","2.3 g",
09_A_0017,"Chile verde","5.3 mg",,"0.1 g","1.2 g",
09_A_0018,Chiltepín,"69.86 g",,"3.079 g","10.58 g","91 mg"
09_A_0019,"Chiltepin de bola","64.9 g",,"6.4 g","14.4 g",
09_A_0020,Chinina,,,,,
09_A_0021,"Chinina morada",,,,,
09_A_0022,"Chinina verde",,,,,
09_A_0023,Chipotle,"69.86 g",,"0.81 g","10.58 g","91 mg"
09_A_0024,Cilantro,"8 g",,"0.7 g","3.3 g",
09_A_0025,"Cilantro cimarrón","9 g",,"0.7 g","3.3 g",
09_A_0026,"Cincoquelite 1",,,,,
09_A_0027,"Cincoquelite 2",,,,,
09_A_0028,"Epazote cimarrón","7.6 g",,"0.7 g","3.8 g",
09_A_0029,"Flor de calabaza","3.3 g",,"0 g","0.9 g",
09_A_0030,Guaparrón,,,,,
09_A_0031,"Hierbamora cimarrona","48.6 g",,"5.3 g","34 g",
09_A_0032,Hierbadulce,,,,,
09_A_0033,Hierbamora,"7.3 g",,"0.8 g","5.1 g",
09_A_0034,"Hoja santa 1",,,,,
09_A_0035,"Hoja santa 2","8.2 g",,"1.8 g","4.2 g",
09_A_0036,"Hoja santa 3","10.1 g",,"1.4 g","3.9 g",
09_A_0037,Anayas,,,,,
09_A_0038,"Hojas de aguacate",,,,,
09_A_0039,"Hojas de pimienta","38.31 g",,"3.3 g","10.9 g",
09_A_0040,"Hongo 1","3.28 g",,"0.34 g","3.09 g",
09_A_0041,"Hongo 2","3.28 g",,"0.34 g","3.09 g",
09_A_0042,"Homgo 3","3.28 g",,"0.34 g","3.09 g",
09_A_0043,"Hongo panza de viuda","5.98 g",,,"1.8 g",
09_A_0044,"Hongo 4","3.28 g",,"0.34 g","3.09 g",
09_A_0045,"Hongo 5","3.28 g",,"0.34 g","3.09 g",
09_A_0046,"Hongo 6","3.28 g",,"0.34 g","3.09 g",
09_A_0047,"Hongo 7","3.28 g",,"0.34 g","3.09 g",
09_A_0048,"Hongo 8","3.28 g",,"0.34 g","3.09 g",
09_A_0049,"Hongo alacho","3.28 g",,"0.34 g","3.09 g",
09_A_0050,"Hongo barba patida","3.28 g",,"0.34 g","3.09 g",
09_A_0051,"Hongo blanco 1","3.28 g",,"0.34 g","3.09 g",
09_A_0052,"Hongo blanco 2","3.7 g",,"0.3 g","2.7 g",
09_A_0053,"Hongo collar de guajolote","3.28 g",,"0.34 g","3.09 g",
09_A_0054,"Hongo escobetilla","3.28 g",,"0.34 g","3.09 g",
09_A_0055,"Hongo flor de maíz","3.7 g",,"2 g","2 g",
09_A_0056,"Hongo oreja colorada","3.28 g",,"0.34 g","3.09 g",
09_A_0057,"Hongo oreja de mujer","3.28 g",,"0.34 g","3.09 g",
09_A_0058,"Hongo oreja de viejita","3.28 g",,"0.34 g","3.09 g",
09_A_0059,"Hongo punta de vívora","3.28 g",,"0.34 g","3.09 g",
09_A_0060,"Hongo seco","3.28 g",,"0.34 g","3.09 g",
09_A_0061,"Hongo sobrilla","3.28 g",,"0.34 g","3.09 g",
09_A_0062,"Hongo tortillas rojas",,,,,
09_A_0063,"Hongo del jonote",,,,,
09_A_0064,Alakcho,,,,,
09_A_0065,Huichin,,,,,
09_A_0066,Izote,"5 g",,"2.1 g","2.6 g",
09_A_0067,Jitomate,"4.4 g",,"0.2 g","1 g",
09_A_0068,"Maltazin morado",,,,,
09_A_0069,"Maltazin verde",,,,,
09_A_0070,Tequelite,"2.6 g",,"0.3 g","3.1 g",
09_A_0071,Nopal,"7 g",,"0.2 g","1.7 g",
09_A_0072,Orégano,"60 g",,"10 g","10 g",
09_A_0073,Perejil,"6.33 g",,"0.79 g","2.97 g",
09_A_0074,"Quelite 1",,,,,
09_A_0075,"Quelite venado",,,"32.5 g","32.5 g",
09_A_0076,"Quelite 2",,,"32.5 g",,
09_A_0077,"Quelite espinosilla 1",,,"2.5 g","34.4 g",
09_A_0078,"Quelite 3","2.6 g",,"0.3 g","3.1 g",
09_A_0079,"Quelite 4","32.5 g",,"32.5 g","3.1 g",
09_A_0080,"Quelite 5","6.4 g",,"4.4 g","4.7 g","1252 mg"
09_A_0081,"Quelite 6",,,,,
09_A_0082,"Quelite 7",,,,,
09_A_0083,Hierbamora,,,,,
09_A_0084,"Quelite 8",,,,,
09_A_0085,"Quelite 9",,,,,
09_A_0086,"Quelite agritos","2.6 g",,"0.3 g","3.1 g",
09_A_0087,"Quelite bigotes de cozol",,,,,
09_A_0088,"Quelite cenizo",,,,,
09_A_0089,"Quleite cimarrón",,,,,
09_A_0090,"Quelite colorín","2.6 g",,"0.3 g","3.1 g",
09_A_0091,Huazontle,"12 g",,"0.75 g","4.5 g",
09_A_0092,"Quelite de amaranto","34 g",,"0.9 g","24.2 g",
09_A_0093,"Quelite de calabaza 1",,,,,
09_A_0094,"Quelite de calabaza 2",,,,,
09_A_0095,"Quelite de col","28.1 g",,"3 g","32 g",
09_A_0096,"Quelite de frijol enredador","37.2 g",,"2.5 g","34.4 g",
09_A_0097,"Quelite de toro","35.3 g",,"1.7 g","24.9 g",
09_A_0098,Nexcala,,,,,
09_A_0099,Nagasaquelite,,,,,
09_A_0100,"Quelite espinosilla 2",,,,,
09_A_0101,"Quelite flor de cimat",,,,,
09_A_0102,"Quelite guaparrón",,,,,
09_A_0103,"Quelite guías de espinosos","3.93 g",,"0.45 g","0.51 g",
09_A_0104,"Quelite hierba de pájaro",,,,,
09_A_0105,"Quelite huaje",,,,,
09_A_0106,"Quelite lengua de vaca",,,,,
09_A_0107,"Quelite mafafa blanca","26.4 g",,"8.6 g","30.4 g",
09_A_0108,"Quelite mafafa morada",,,,,
09_A_0109,Mafafa,,,,,
09_A_0110,"Mafita pinta",,,,,
09_A_0111,"Matalzin morado",,,,,
09_A_0112,"Matalzín verde",,,,,
09_A_0113,"Quelite mochi","46 g",,"1.4 g","11.7 g",
09_A_0114,"Quelite mozote blanco",,,,,
09_A_0115,"Quelite oreja de burro","2.6 g",,"0.3 g","3.1 g",
09_A_0116,"Quelite pápalo","40.7 g",,"2.2 g","23.1 g",
09_A_0117,"Quelite pata de pájaro","37.7 g",,"1.8 g","22.8 g",
09_A_0118,"Quelite mazote",,,,,
09_A_0119,"Quelite siempre viva","2.6 g",,"0.3 g","3.1 g",
09_A_0120,"Quelite tomatillo","3.93 g",,"0.45 g","0.51 g",
09_A_0121,"Quelite torito",,,,,
09_A_0122,"Quelite verdolaga",,,,,
09_A_0123,"Quelite xocoyol 1",,,,,
09_A_0124,"Quelite xocoyol 2",,,,,
09_A_0125,"Quelite xocoyol 3",,,,,
09_A_0126,"Quelite xocoyol 4",,,,,
09_A_0127,"Quintonil blanco II","34 g",,"7.31 g","17 g",
09_A_0128,"Quintonil espinoso","34 g",,"0.9 g","24.2 g",
09_A_0129,"Quintonil rojo","35 g",,"0.9 g","24.2 g",
09_A_0130,Setas,"3.4 g",,"0.3 g","2.7 g",
09_A_0131,Soyoquelite,"2.6 g",,"0.3 g","3.1 g",
09_A_0132,Tepejilote,"8.3 g",,"0.7 g","4 g",
09_A_0133,"Tepejilote hoja larga","8.3 g",,"0.7 g","4 g",
09_A_0134,Tepetoro,,,,,
09_A_0135,"Tomate criollo riñón","3.9 g",,"0.2 g","0.9 g",
09_A_0136,"Tomate verde","4.6 g",,"0.2 g","1.2 g","13 mg"
09_A_0137,Tomatillo,"3.9 g",,"0.2 g","0.9 g",
09_A_0138,Rábano,"3.5 g",,"0.1 g","0.7 g",
09_A_0139,Tuzampa,,,,,
09_A_0140,Utzi,,,,,
09_A_0141,Xanthosoma,,,,,
09_A_0142,Yerbamora,,,,,
09_A_0143,"Zacate limón","25.31 g",,"0.49 g","1.82 g","6 mg"
09_A_0144,Aguacate,"8.53 g",,"14.66 g","2 g",
09_A_0145,Calabaza,"1.4 g",,"0.1 g","1.6 g",
09_A_0146,"Calabaza camotuda",,,,,
09_A_0147,Chilacayote,"5.1 g",,"0.1 g","0.8 g",
09_A_0148,"Calabaza melón",,,,,
09_A_0149,"Capulín rojo","16.1 g",,"0 g","1.4 g",
09_A_0150,Capulincillo,"17.9 g",,"2.3 g","2.1 g",
09_A_0151,Cargamomo,,,,,
09_A_0152,Chalahuite,,,,,
09_A_0153,"Chalahuite jinicuil","83 g",,"0.1 g","1 g",
09_A_0154,Cucha,,,,,
09_A_0155,Durazno,"11.7 g",,"0.1 g",,
09_A_0156,"Granada cordelina","17.8 g",,"0.3 g","1 g",
09_A_0157,"Guanábana 1","15.5 g",,"3.8 g","1 g",
09_A_0158,"Guánabana 2","16.84 g",,"0.3 g","1 g",
09_A_0159,Guayaba,"14.8 g",,"0.7 g","1 g",
09_A_0160,Lima,"15.5 g",,"0.3 g","1 g",
09_A_0161,"Lima de castilla",,,,,
09_A_0162,"Limón cidra",,,,,
09_A_0163,"Limón criollo","5.318 g",,"0.17 g","0.112 g",
09_A_0164,"Limón pera",,,,,
09_A_0165,"Limón real",,,,,
09_A_0166,Litchi,"14.9 g",,"0.3 g","0.7 g",
09_A_0167,Maicillo,,,,,
09_A_0168,"Mamey amarillo","27.4 g",,"0.25 g","2.8 g",
09_A_0169,Mandarina,"13.34 g",,"0.31 g","0.81 g",
09_A_0170,"Mandarina criolla","13.34 g",,"0.31 g","0.81 g",
09_A_0171,Mango,"12.9 g",,"0.3 g","0.6 g",
09_A_0172,Maracuyá,"12.3 g",,"0.4 g","1.2 g",
09_A_0173,"Mora 1","9.61 g",,"0.49 h","1.39 g",
09_A_0174,"Mora 2",,,,,
09_A_0175,Nanche,"14.4 g",,"1.3 g","0.9 g",
09_A_0176,Naranja,"18 g",,"0.2 g","1.4 g",
09_A_0177,"Naranja criolla","11.79 g",,"0.3 g","1.04 g",
09_A_0178,"Naranja dulce","10.4 g",,"0.2 g","0.7 g",
09_A_0179,"Naranja fremon","11.8 g",,"0.13 g","0.9 g",
09_A_0180,"Naranja japonesa","15.9 g",,"0.86 g","1.88 g",
09_A_0181,"Naranja tardía","11.79 g",,"0.3 g","1.04 g",
09_A_0182,"Naranja washington","11.8 g",,"0.13 g","0.9 g",
09_A_0183,Ojite,,,,,
09_A_0184,Olopió,,,,,
09_A_0185,Papaya,"9.8 g",,"0.07 g","0.57 g",
09_A_0186,"Papaya cera","9.8 g",,"0.07 g","0.57 g",
09_A_0187,"Papaya cimarrón",,,,,
09_A_0188,Piña,"13.12 g",,"0.12 g","0.54 g",
09_A_0189,Pitaya,"10.37 g",,"0.55 g","1.57 g",
09_A_0190,Pistache,,,,,
09_A_0191,Platanillo,,,,,
09_A_0192,"Plátano blanco","31.89 g",,"0.37 g","1.3 g",
09_A_0193,"Plátano cuino",,,,,
09_A_0194,"Plátano dominico","23.6 g",,"0.6 g","1 g",
09_A_0195,"Plátano guinea",,,,,
09_A_0196,"Plátano hueso",,,,,
09_A_0197,"Plátano macho","23.67 g",,"0.4 g","1.02 g",
09_A_0198,"Plátano manila",,,,,
09_A_0199,"Plátano manzano","23.6 g",,"0.6 g","1 g",
09_A_0200,"Plátano morado",,,,,
09_A_0201,"Plátano pequeño",,,,,
09_A_0202,"Plátano pera","23.6 g",,"0.6 g","1 g",
09_A_0203,"Plátano pera cenizo","12.4 g",,"0.2 g","0.6 g",
09_A_0204,"Plátano piña",,,,,
09_A_0205,"Plátano roatán","31.8 g",,"0.37 g","1.3 g",
09_A_0206,"Plátano tabasqueño","12.4 g",,"0.2 g","0.6 g",
09_A_0207,Pomarosa,"16.4 g",,"0.2 g","0.6 g",
09_A_0208,"Sandia silvestre","12.1 g",,"0.2 g","1 g",
09_A_0209,Tangerina,"11.95 g",,"0.23 g","0.46 g",
09_A_0210,Tepetomate,"3.86 g",,"0.21 g","0.8 g",
09_A_0211,Toronja,"8.4 g",,"0 g","0 g",
09_A_0212,"Yaca blanca",,,,,
09_A_0213,"Zapote amarillo","20 g",,"0.53 g","1.17 g",
09_A_0214,"Zapote blanco","18.5 g",,"0.8 g","2 g",
09_A_0215,"Zapote cabello","34 g",,"0.6 g","2.2 g",
09_A_0216,"Zapote chico","17.1 g",,"0.3 g","1.1 g",
09_A_0217,"Zapote chirimoya","33.52 g",,"0.58 g","2.15 g",
09_A_0218,"Zapote de mano",,,,,
09_A_0219,"Zapote de pájaro",,,,,
09_A_0220,"Zapote diamante",,,,,
09_A_0221,"Zapote domingo",,,,,
09_A_0222,"Zapote mamey","34 g",,"0.6 g","2.2 g",
09_A_0223,"Zapote mango","15.4 g",,"0.2 g","0.5 g",
09_A_0224,"Zapote negro","13.5 g",,"0.1 g","0.7 g",
09_A_0225,"Zapote real",,,,,
09_A_0226,"Zapote volador",,,,,
09_A_0227,Avena,"67 g",,"6.5 g","16 g",
09_A_0228,"Camote morado","25.7 g",,"0.3 g","1.49 g",
09_A_0229,Jengibre,"71 g",,"6 g","9 g",
09_A_0230,"Maíz amarillo","65 g",,"4.5 g","11 g","1 mg"
09_A_0231,"Maíz blanco","66 g",,"4.5 g","12 g","1 mg"
09_A_0232,"Maíz morado","67 g",,"4.5 g","13 g","1 mg"
09_A_0233,"Elote tierno",,,,,
09_A_0234,"Papa voladora",,,,,
09_A_0235,Yuca,"28 g",,"0.66 g","1 g",
09_A_0236,Alberjón,"14.4 g",,"4 g","6.3 g",
09_A_0237,Chícharo,"4 g",,"1 g","1.5 g",
09_A_0238,Cocohuite,,,"2.11 g",,
09_A_0239,"Frijol 1","15.33 g",,"1.26 g","5.49 g","299 mg"
09_A_0240,"Frijol 2","15.33 g",,"1.26 g","5.49 g","299 mg"
09_A_0241,"Frijoles gordos","20.4 g",,"0.5 g","7.6 g","1 mg"
09_A_0242,"Huaje 1","39 g",,"2.11 g","25 g",
09_A_0243,"Huaje 2","39 g",,"2.1 g","25 g",
09_A_0244,"Huaje 3","39 g",,"2.11 g","31.7 g",
09_A_0245,"Huaje blanco","61.31 g",,"2.11 g","31.7 g","25.2 mg"
09_A_0246,"Frijol negro","62.2 g",,"1.42 g","21.7 g",
09_A_0247,"Frijol flor de mayo",,,,,
09_A_0248,"Frijol larguito amarillito",,,,,
09_A_0249,"Frijol mantequilla",,,,,
09_A_0250,"Frijol bayo","62.2 g",,"1.42 g","21.7 g",
09_A_0251,"Frijol acalate",,,,,
09_A_0252,"Huaje San Francisco",,,,,
09_A_0253,Haba,,,,,
09_A_0254,Ajonjolí,"15.5 g",,"57.1 g","17.4 g",
09_A_0255,Pipián,,,,,
09_A_0256,Café,"0 g",,"0 g","20 g",
09_A_0257,"Café oro","0 g",,"0 g","22 g",
09_A_0258,"Nuez de macadamia","14.2 g",,"76 g","7.9 g","5 mg"
09_A_0259,"Piñón de tempate","3.9 g",,"68.6 g","8.5 g",
09_A_0260,"Miel melipona",,,,,
09_A_0261,"Miel de abeja europea","82.1 g",,"0 g","0 g","0.6 mg"
09_A_0262,Panela,"91 g",,"0 g","0 g","30 g"
09_A_0263,Ajo,"24.3 g",,"23 g","4.3 g","19 mg"
09_A_0264,Albahaca,"4.34 g",,"0.6 g","2.54 g",
09_A_0265,Clavo,"60 g",,"20 g","5 g","2.5 mg"
09_A_0266,Laurel,"70 g",,"10 g","10 g","0.1 mg"
09_A_0267,Pimienta,"65 g",,"0 g","10 g",
09_A_0268,"Rajas de canaela","95.5 g",,"3.19 g","3.89 g","26 mg"
09_A_0269,Tomillo,"26 g",,"4 g","4 g","20 mg"
09_A_0270,Orégano,"65 g",,"10 g","10 g",
09_A_0271,Menta,"20 g",,"0 g","10 g",
09_A_0272,Hierbabuena,"8.41 g",,"0.73 g","3.29 g",
09_A_0273,Vainilla,"66.6 g",,"3.3 g","3.3 g","43.3 mg"
09_A_0274,Armadillo,,,,,
09_A_0275,"Camarón fresco","0.91 g",,,"20.31 g",
09_A_0276,Cerdo,"0 g",,"65.7 g","9.3 g",
09_A_0277,Cecina,"0.8 g",,"6.4 g","24 g","275 mg"
09_A_0278,Charales,"0 g",,"3.9 g","68.3 g",
09_A_0279,Huevo,"0.73 g",,"0.17 g","10.9 g","166 mg"
09_A_0280,"Manteca de cerdo",,,,,
09_A_0281,Guajolote,"0 g",,"2.33 g","23.34 g","74 mg"
09_A_0282,Pescado,"0 g",,"1.7 g","20 g","18.2 g"
09_A_0283,Pollo,"0 g",,"7.18 g","27.18 g","73 mg"
09_A_0284,"Ranas verdes",,,,,
09_A_0285,"Pájaro primavera",,,,,
09_A_0286,Tordos,"0 g",,"1.6 g","23 g",
09_A_0287,Tejón,,,,,
09_A_0288,Chachalaca,,,,,
09_A_0289,Turcasa,,,,,
09_A_0290,"Pájaro carpintero","0 g",,"4.53 mg","21.76 g",
09_A_0291,"Golondrina amarilla",,,,,
09_A_0292,Borrego,"0 g",,"5.4 g","19.4 g","30 mg"
09_A_0293,"Vísceras de guajolote",,,,,
09_A_0294,Gallina,,,,,
09_A_0295,"Carne de res",,,,,
09_A_0296,Sal,,,,,
09_A_0297,Agua,,,,,
09_A_0298,Ceniza,,,,,
09_A_0299,Chiquinte,,,,,
09_B_0001,Aguardiente,,,,,
09_B_0002,Tepache,,,,,
09_B_0003,Yolixpa,,,,,
09_B_0004,Xocoatol,,,,,
09_B_0005,"Frijoles con xocoyoli",,,,,
09_B_0006,"Sopa de guía de espinoso",,,,,
09_B_0007,"Frijoles con espinoso",,,,,
09_B_0008,"Hongos con pipián",,,,,
09_B_0009,"Mole con pollo",,,,,
09_B_0010,"Mole de huehuecho",,,,,
09_B_0011,"Chipozote de res",,,,,
09_B_0012,Chilayotamal,,,,,
09_B_0013,Elotamal,,,,,
09_B_0014,"Pollo con pipián",,,,,
09_B_0015,"Plátanos asados",,,,,
09_B_0016,Tlayoyos,,,,,
09_B_0017,"Enmoladas rellenas de hongos y hierba santa",,,,,
09_C_0001,"Sopa de pasta",,,,,
09_C_0002,Galleta,,,,,
09_C_0003,Chocolate,,,,,
10_A_0001,"Quelite hierba mora gorda","3.6 g","21 kcal","0.3 g","2 g",
10_A_0002,"Quelite de pescado","2.6 g","26 kcal","0.3 g","3.1 g",
10_A_0003,"Hierba mora","8.8 g","62 kcal","0.8 g","4.8 g",
10_A_0004,"Quelites amargos","2.6 g","26 kcal","0.3 g","3.1 g",
10_A_0005,"Quelite blanco","2.6 g","26 kcal","0.3 g","3.1 g",
10_A_0006,"Quelite de jabón","2.6 g","26 kcal","0.3 g","3.1 g",
10_A_0007,"Gusano de Jonote",,"28 kcal",,"5.8 g",
10_A_0008,Gusanillo,"0.8 g","213 kcal","7 g","18 g",
10_A_0009,"Quelite de Flor Cimarrón","4.4 g","21 kcal","0.1 g","0.5 g",
10_A_0010,"Flor de maguey","4.4 g","22 kcal","0.1 g","0.5 g",
10_A_0011,"Flor de gato","4.4 g","23 kcal","0.1 g","0.5 g",
10_A_0012,Hongo,"4.1 g","26 kcal","0.1 g","3 g",
10_A_0013,Chile,"7.5 g","39 kcal","0.3 g","1.6 g",
10_A_0014,Tomate,"7.1 g","35 kcal","0.1 g","1.5 g",
10_A_0015,Calabaza,"4.9 g","32 kcal","0.7 g","1.6 g",
10_A_0016,"Maíz blanco","73 g","366 kcal","4.7 g","7.9 g",
10_A_0017,Chilacayota,"2.7 g","17 kcal","0.2 g","1.2 g",
10_A_0018,"Maíz azul","74.6 g","369 kcal","4.3 g","8 g",
10_A_0019,Frijol,"55.4 g","331 kcal","2.5 g","21.8 g",
10_A_0020,Sal,,,,,
10_A_0021,Ajo,"1.1 g","5 kcal",,,
10_A_0022,Agua,,,,,
10_A_0023,Cebolla,"9.3 g",,"0.71 g","1 g",
10_A_0024,Xoxoco,,,,,
10_A_0025,Cilantro,"3.9 g","24 kcal","0.5 g","2.2 g",
10_A_0026,Yerbabuena,,,,,
10_A_0027,Huevo,"1.2 g","153 kcal","11.1 g","12.1 g",
10_A_0028,"Chile serrano","6 g","26.5 kcal","0.15 g","1.4 g",
10_A_0029,"Manteca de cerdo",,,"4.3 g",,
10_A_0030,Jitomate,"3.4 g",,"0.1 g","0.8 g",
10_A_0031,"Chile manzano","6 g","26.5 kcal","0.15 g","1.4 g",
10_A_0032,Canela,"1.6 g","5 kcal","0.1 g","0.1 g",
10_A_0033,"Elote blanco","21.7 g","106 kcal","0.7 g","3.1 g",
10_B_0001,"Quelite de hierba mora gorda",,,,,
10_B_0002,"Quelite de pescado",,,,,
10_B_0003,"Quelite de hierba mora",,,,,
10_B_0004,"Quelite amargo",,,,,
10_B_0005,"Quelite blanco",,,,,
10_B_0006,"Quelite de jabón",,,,,
10_B_0007,Cuetla,,,,,
10_B_0008,Gusanillo,,,,,
10_B_0009,"Quelite de flor cimarrón",,,,,
10_B_0010,"Flor de maguey",,,,,
10_B_0011,"Flor de gato",,,,,
10_B_0012,Hongo,,,,,
10_B_0013,Salsa,,,,,
10_B_0014,Calabaza,,,,,
10_B_0015,"Atole de calabaza",,,,,
10_B_0016,"Atole agrio",,,,,
10_B_0017,Masa,,,,,
10_C_0001,Aceite,,,,,
10_C_0002,Azúcar,,,,,
11_A_0001,Maíz,,,,,
11_A_0002,Frijol,,,,,
11_A_0003,"Chile negro o pasilla",,,,,
11_A_0004,"Chile manzano",,,,,
11_A_0005,Nopal,,,,,
11_A_0006,Ejote,,,,,
11_A_0007,Manzana,,,,,
11_A_0008,Chilacayote,,,,,
11_A_0009,Calabaza,,,,,
11_A_0010,Chayote,,,,,
11_A_0011,"Naranja dulce",,,,,
11_A_0012,Quintonil,,,,,
11_A_0013,Cenizo,,,,,
11_A_0014,Jaramao,,,,,
11_A_0015,Pápalo,,,,,
11_A_0016,Verdolaga,,,,,
11_A_0017,Romerito,,,,,
11_A_0018,"Lengua de vaca",,,,,
11_A_0019,Berros,,,,,
11_A_0020,Epazote,,,,,
11_A_0021,Huauzontle,,,,,
11_A_0022,Chayotillo,,,,,
11_A_0023,"Hongo de llano",,,,,
11_A_0024,"Hongo patitas de pájaro",,,,,
11_A_0025,"Hongo clavito",,,,,
11_A_0026,Huitlacoche,,,,,
11_A_0027,Granada,,,,,
11_A_0028,Merenjena,,,,,
11_A_0029,Zarzamora,,,,,
11_A_0030,Zarza,,,,,
11_A_0031,"Lima dulce",,,,,
11_A_0032,Mandarina,,,,,
11_A_0033,Capulín,,,,,
11_A_0034,"Pera criolla",,,,,
11_A_0035,Higo,,,,,
11_A_0036,"Durazno criollo",,,,,
11_A_0037,Guayaba,,,,,
11_A_0038,Haba,,,,,
11_A_0039,Chícharo,,,,,
11_A_0040,Granada,,,,,
11_A_0041,Trigo,,,,,
11_A_0042,Cebolla,,,,,
11_A_0043,"Jitomate 1",,,,,
11_A_0044,Ajo,,,,,
11_A_0045,Limón,,,,,
11_A_0046,Acelga,,,,,
11_A_0047,Aguacate,,,,,
11_A_0048,Apio,,,,,
11_A_0049,Brócoli,,,,,
11_A_0050,"Calabaza amarilla",,,,,
11_A_0051,Col,,,,,
11_A_0052,Coliflor,,,,,
11_A_0053,Elote,,,,,
11_A_0054,Espinaca,,,,,
11_A_0055,"Jitomate 2",,,,,
11_A_0056,Lechuga,,,,,
11_A_0057,Pepino,,,,,
11_A_0058,Perejil,,,,,
11_A_0059,Rábano,,,,,
11_A_0060,Xoconostle,,,,,
11_A_0061,Cilantro,,,,,
11_A_0062,"Chile jalapeño",,,,,
11_A_0063,"Chile poblano",,,,,
11_A_0064,"Chiles secos",,,,,
11_A_0065,Jícama,,,,,
11_A_0066,Zanahoria,,,,,
11_A_0067,"Tomate verde",,,,,
11_A_0068,Fresa,,,,,
11_A_0069,Mango,,,,,
