id,name,carbs,energy,fat,protein,sodium
8035,"PESCADO FRESCO, TILAPIA",0,96,1.7,20.08,
8036,"PESCADO FRESCO, BAGRE",0,103,1.93,15.91,
8037,"PESCADO FRESCO, BONITO",0,162,1.32,23.3,
8038,"PESCADO FRESCO, BOQUERON CRUDO",0,114,2.16,17.7,
8039,"PESCADO FRESCO, BOQUILLA",0,147,0.22,33.2,
8040,"PESCADO FRESCO, CABRILLA",0,81,0.1,20.1,
8041,"PESCADO FRESCO, CARPA",0,122,1.02,19.6,
8042,"PESCADO FRESCO, CAZON",0,106,0.17,21.15,
8043,"PESCADO FRESCO, CHARALES",3.4,282,6.9,51.6,
8044,"PESCADO FRESCO, CHERNA",0,90,2.98,15.1,
8045,"PESCADO FRESCO, FILETE (TODOS LOS TIPOS)",0,97.46,0.78,19.62,
8046,"PESCADO FRESCO, GUACHINANGO",0,91,0.63,19.2,
8047,"PESCADO FRESCO, GURRUBATA",0,87,1.75,17.83,
8048,"PESCADO FRESCO, ISABELITA",0,83,0.2,20.3,
8049,"PESCADO FRESCO, JOROBADO",0,145,1.36,19.9,
8050,"PESCADO FRESCO, LENGUADO",0,76,1,16.7,
8051,"PESCADO FRESCO, LISA",0,112,9.36,19.6,
8052,"PESCADO FRESCO, MERO",0,87,2.98,15.1,
8053,"PESCADO FRESCO, MOJARRA",0,91,2.7,16.8,
8054,"PESCADO FRESCO, PAMPANO",0,194,4,15,
8055,"PESCADO FRESCO, PARGO",0,103,2.59,21.1,
8056,"PESCADO FRESCO, ROBALO",0,89,1,20,
8057,"PESCADO FRESCO, SARGO",0,88,1.59,18.47,
8058,"PESCADO FRESCO, SIERRA",0,203,2.75,19.4,
8059,"PESCADO FRESCO, TRUCHA",0,163,1.67,18.3,
8060,"PESCADO SECO, PROMEDIO",1.25,304,3.13,65.56,
8061,"PESCADO SECO, BACALAO",0,290,2.37,62.82,
8062,"PESCADO SECO, CHARALES",2.5,318,3.9,68.3,
8063,PULPO CRUDO,0,59,0.32,12.6,
8064,SALMON COCIDO,0,156,5.57,26.48,
8065,SALMON EN ACEITE (INDUSTRIALIZADO),0,302,23.9,21.7,
8066,SALMON FRESCO,0,131,4.69,22.25,
8067,SARDINAS EN ACEITE (INDUSTRIALIZADO),0.6,290,23.6,18.8,
8068,SARDINAS EN TOMATE (INDUSTRIALIZADO),1.7,121.29,15.4,12.23,
8069,SURIMI,6.85,99,0.9,15.18,
8070,"TORTUGA, CARNE FRESCA",0,89,0.5,19.8,
9000,BOLONIA DE PAVO (EMBUTIDO),4.68,209,16.05,11.42,
9001,CHORIZO DE CERDO,1.86,455,38.27,24.1,
9002,CHORIZO DE PAVO,4.06,256.46,20.31,14.42,
9003,CHORIZO Y LONGANIZA PROMEDIO,4.16,263.64,19.97,16.1,
9004,"EMBUTIDO PROMEDIO (SALCHICHA, JAMON Y MORTADELA, DE CERDO Y RES)",4.52,179.23,12.1,14.78,
9005,JAMON DE CERDO,0.6,298,26,15.4,
9006,JAMON DE PAVO,0.4,123,5.1,18.9,
9007,"JAMON ENDIABLADO, INDUSTRIALIZADO",6,250,20,12,
9008,"JAMON PAVO Y CERDO, PROMEDIO",0.5,210.5,15.55,17.15,
9009,JAMON SERRANO,0.82,264.42,11.07,29.95,
9010,LONGANIZA DE CERDO,1.02,413,40.29,11.69,
9011,LONGANIZA DE POLLO,2.52,156.55,11.1,11.42,
9012,MORONGA,1.28,176,12.9,13.8,
9013,MORTADELA,3.1,307,25.4,16.4,
9014,PASTEL DE PAVO,4.68,209,16.05,11.42,
9015,"PATE (HIGADO NO ESPECIFICADO), INDUSTRIALIZADO",1.5,320,28,14.2,
9016,PECHUGA DE PAVO AHUMADA EMBUTIDO,4.65,158,8.75,15.05,
9017,PECHUGA DE PAVO EMBUTIDO,0.47,155,8.08,18.79,
9018,PEPPERONI,10.3,339.03,24.94,19.09,
9019,QUESO DE PUERCO,0,157,10.9,13.83,
9020,SALAMI (CERDO Y RES),0.71,321.43,24.29,25,
9021,SALCHICHA DE CERDO,0.28,269,23.68,15.27,
9022,SALCHICHA DE PAVO,9.72,165.09,9.99,9.74,
9023,SALCHICHA DE PAVO Y PUERCO,3.63,342,30.64,12.05,
9024,SALCHICHA DE RES,4.61,327,28.22,12.9,
9025,TOCINO DE PUERCO,0,532,57.5,3.7,
10000,ALIMENTO LIQUIDO DE ALMENDRAS,2.5,21.45,1.07,0.43,
10001,"BEBIDAS DE SOYA (TIPO ADES-ALMENDRA), SIN AZÚCAR AÑADIDO, INDUSTRIALIZADA 946ML",75,35.5,2.25,3.1,
10002,"BEBIDAS DE SOYA (TIPO ADES-CON JUGO DE FRUTA, VARIOS SABORES), ENDULZADA, INDUSTRIALIZADA 946ML",4.3,22.9,0.4,0.6,
10003,"BEBIDAS DE SOYA (TIPO ADES-FRAPPÉ DE COCO), ENDULZADA, INDUSTRIALIZADA 946ML",3.82,48.25,2.24,3.24,
10004,CLARA DE HUEVO,0.73,52,0.17,10.9,
10005,CLUB CHAMBURSY LIGHT YOGURT DE FRESA,10.4,55,0.9,1.4,
10006,CREMA ACIDA DE LECHE DE VACA (TIPO ALPURA Y LALA),2.97,326.58,33.48,3.25,
10007,"CREMA DE LECHE DE VACA, REDUCIDA EN GRASA O LIGHT",5.86,169.54,14.82,3.52,
10008,"CREMA DE LECHE, EN POLVO",50,574.73,41.25,0.87,
10009,CREMA DULCE DE LECHE DE VACA (TIPO MEDIACREMA),3.85,219.47,21.77,2.2,
10010,CREMA PROMEDIO,4.19,206.84,19.97,2.59,
10011,DANONINO,12.94,203.98,2.35,3.26,
10012,"DANONINO O SIMILAR, DANONINO BEBIBLE 170G",14.11,72.11,1.44,0.67,
10013,FERMENTADO LACTEO TIPO ACTIMEL Y SVELTY GASTROPROTECT,10.25,65.79,1.4,3.07,
10014,"FORMULA LACTEA LIGHT, FLUIDA",5.52,23.88,1,2.2,
10015,HUEVO DE CODORNIZ,0.41,158,11.09,13.05,
10016,HUEVO DE CODORNIZ,0.41,158.44,11.09,13.05,
10017,HUEVO DE GALLINA (ENTERO),0.72,143,9.51,12.56,
10018,HUEVO DE GANSA,1.35,185,13.27,13.87,
10019,HUEVO DE IGUANA,4.3,218,15.2,14.9,
10020,HUEVO DE PATA,1.4,189,14.05,13,
10021,HUEVO DE PAVA,1.15,171,11.95,13.39,
10022,HUEVO DE TORTUGA,0.9,115,6.3,12.6,
10023,HUEVO DESHIDRATADO,4.03,590,41.86,46.13,
10024,HUEVO DURO,1.12,155,10.61,12.58,
10025,"HUEVO ENTERO COCINADO, FRITO",0.83,196,14.84,13.61,
10026,"HUEVO, YEMA",3.59,322,26.54,15.86,
10027,JOCOQUE,5.83,172.9,11.66,11.16,
10028,"LECHE CON AZUCAR (U OTRO ENDULZANTE CON CALORIAS), PREPARACION ESTANDARIZADA",14.57,93.7,2.84,2.78,
10029,"LECHE CON CAFE O CHOCOLATE, INDUSTRIALIZADA",8.2,63.64,2.07,2.98,
10030,"LECHE CON CHOCOLATE, PREPARACION ESTANDARIZADA",12.63,90.08,3.05,3.1,
10031,"LECHE CON FIBRA (TIPO SVELTY ACTIFIBRA), EN POLVO",50,343,9,15.5,
10032,LECHE DE ALPISTE,40,240,4,8,
10033,"LECHE DE BURRA, FLUIDA",6.1,54,2.4,2,
10034,LECHE DE COCO,3,27.8,1.75,0.1,
10035,"LECHE DE SOYA, FLUIDA",3.61,44,1.94,3.08,
10036,"LECHE DESCREMADA, EN POLVO",60,333.5,1.5,20,
10037,"LECHE DESCREMADA, EN POLVO CON VIT. A",51.9,359,0.8,36.1,
10038,"LECHE DESCREMADA, EVAPORADA",9,93,3.7,5.8,
10039,LECHE DESLACTOSADA EN POLVO,51.16,428.33,14.33,23.83,
10040,"LECHE DESLACTOSADA ENTERA, FLUIDA",4.5,57,3,3,
10041,"LECHE DESLACTOSADA LIGHT, FLUIDA",4.45,34.05,0.48,2.96,
10042,"LECHE ENTERA DE CABRA, FLUIDA",4.4,69,4.1,3.6,
10043,LECHE ENTERA EN POLVO CON CHOCOLATE,17.54,108.73,2.97,2.95,
10044,"LECHE ENTERA HERVIDA, FLUIDA",5.2,69,3.8,3.4,
10045,"LECHE ENTERA PASTEURIZADA O CRUDA, FLUIDA",4.9,60.49,3.16,3.1,
10046,"LECHE ENTERA, EN POLVO",39,493.33,26,26,
10047,"LECHE ENTERA, EVAPORADA",10.9,109.6,4,7.5,
10048,"LECHE LICONSA FORTIFICADA TENUTRE, EN POLVO",39,494,26,26,
10049,"LECHE LICONSAFORTIFICADA TENUTRE, FLUIDA",47,421,13,29,
10050,LECHE LICONSA PROMEDIO,4.75,49.04,2.36,3.05,
10051,"LECHE LICONSA REDUCIDA EN GRASA, FLUIDA",4.8,35.6,0.48,3,
10052,LECHE LIGHT (PROMEDIO),5.76,40.67,0.65,3.02,
10053,"LECHE LIGHT, EVAPORADA (CARNATION LIGHT)",11.41,113.25,4.6,6.42,
10054,"LECHE LIGHT, FLUIDA",4.89,35.56,0.42,3.03,
10055,LECHE MATERNA,7.18,72.8,4.56,1.07,
10056,LECHE NIDO KINDER,60,444.44,16,15,
10057,"LECHE NURSOY (DE SOYA), EN POLVO",51.28,507.69,27.69,13.84,
10058,"LECHE SABORIZADA (CHOCOLATE, FRESA, VAINILLA), FLUIDA",12.88,76.54,1.82,2.14,
10059,LECHE SABORIZADA ALPURA VAQUITAS 250ML,7.17,54.56,1.54,2.95,
10060,LECHE HERSHEY'S COOKIES 'N' CREME 236 ML,9.66,58.78,1.02,2.71,
10061,LECHE SABORIZADA SANTA CLARA TODOS SABORES- ENVASE DE PLÁSTICO 240ML,11.46,73.27,1.74,2.95,
10062,LECHE SABORIZADA SANTA CLARA TODOS SABORES-TETRAPACK 240ML,11.74,74.3,1.75,2.91,
10063,"LECHE SEMIDESCREMADA, FLUIDA",4.75,47.5,1.62,3.04,
10064,"LECHE SIN COLESTEROL, FLUIDA",4.79,50.83,2.12,3.12,
10065,"LECHE SVELTY, HIDRATADA (FLUIDA)",8.8,47.8,0.2,2.7,
10066,"LECHE SVELTY, POLVO",55.94,404.16,11.55,19.05,
10067,"LECHE, ALPURA",4.79,62.19,3.42,3.13,
10068,"LECHE, ALPURA DESLACTOSADA",4.65,46.48,1.74,3.03,
10069,"LECHE, ALPURA LIGHT",5.04,42.19,1,3.25,
10070,"LECHE, FRESCA DE VACA",4.65,60.62,3.31,3.03,
10071,"LECHE, LALA",4.8,60.9,3.24,3.12,
10072,"LECHE, LALA EXTRA CALCIO DESLACTOSADA",5.47,50.05,1.55,3.53,
10073,"LECHE, LALA LIGHT DESLACTOSADA",4.8,36,0.48,3.21,
10074,"LECHE, NUTRILECHE",5.35,56.14,2.91,2.13,
10075,"LECHE, SANTA CLARA",5.6,61.4,3,3,
10076,MEDIA CREMA,4.3,131,11.5,3.13,
10077,NATA DE LECHE,2.84,340,36.08,2.84,
10078,QUESO (PROMEDIO),3.67,307.12,23.66,19.84,
10079,QUESO AÑEJO TIPO COTIJA,4.63,374,29.34,25.07,
10080,QUESO ASADERO,2.87,356,23,24,
10081,QUESO BLUE CHEESE,2.34,353,28.74,21.4,
10082,QUESO BRIE,0.45,334,27.68,20.75,
10083,QUESO BRIE,0.45,334,27.68,20.75,
10084,QUESO CAMEMBERT,5.39,301.46,23.36,17.6,
10085,QUESO CHEDDAR,1.85,393.24,32.31,23.71,
10086,QUESO CHEDDAR BAJO EN GRASA,1.91,173,7,24.35,
10087,QUESO CHEDDAR BAJO EN SODIO,1.91,398,32.62,24.35,
10088,QUESO CHIHUAHUA,2.48,337.61,27.33,20.41,
10089,QUESO COTTAGE,2.63,89.89,3.63,11.22,
10090,QUESO COTTAGE BAJO EN GRASA,4.2,76,1.2,12.1,
10091,QUESO CREMA,4.75,296.83,29.25,6.37,
10092,"QUESO CREMA O AMERICANO (AMARILLO), LIGHT",7.66,193.33,12.99,11.33,
10093,QUESO FETA,3.88,265,21.49,14.21,
10094,QUESO FRESCO DE CABRA,6.31,292.43,20.7,15.43,
10095,QUESO GOUDA,1.12,361.52,29.44,21.89,
10096,QUESO GRUYERE,0.36,413,32.34,29.81,
10097,QUESO HOLANDES,8.1,400,26,35.5,
10098,QUESO MANCHEGO,0.86,332.44,27,21.5,
10099,QUESO MOZZARELLA,3.32,293.22,21.2,22.33,
10100,QUESO OAXACA,3.41,280.11,20.75,20.79,
10101,QUESO OAXACA LIGHT,2,217.5,13.5,22,
10102,"QUESO PANELA O FRESCO, DE VACA",5.36,320.2,22.49,19.51,
10103,QUESO PARMESANO (DURO),3.35,392.85,27.34,33.07,
10104,QUESO PARMESANO RALLADO,13.91,420,27.84,28.42,
10105,QUESO PASTEURIZADO AMERICANO (FORTIFICADO CON VITAMINA D),1.6,376,31.2,22.2,
10106,QUESO PASTEURIZADO SUIZO,2.1,334,25.01,24.73,
10107,QUESO PHILADELPHIA,4.2,300,29.2,1.5,
10108,QUESO PIMIENTO,1.73,375,31.2,22.13,
10109,QUESO PROVOLONE,2.14,351,26.62,25.58,
10110,QUESO RICOTTA,7.27,150,10.18,7.54,
10111,QUESO RICOTTA BAJO ENGRASA,5.14,138,7.91,11.39,
10112,QUESO SUIZO,3.4,374,27.4,28.4,
10113,QUESO TIPO PANELA SEMIBLANDO OREADO,2.5,278,18,26.5,
10114,QUESO TIPO ROQUEFORT,1,366.5,31.3,20.25,
10115,REQUESON (PROMEDIO),10,161,8,12.3,
10116,SOFUL PARA BEBER (TODOS SABORES),7.66,45.33,0.38,2.86,
10117,"SOFUL, TIPO YOGURT (TODOS SABORES)",7.66,45.33,0.38,2.86,
10118,YAKULT,15.87,68.75,0.05,1.25,
10119,YAKULT 40 LT LIGHT (SIN AZUCAR),10.5,37.5,0.05,1.25,
10120,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, ALPURA YOGUR NATURAL SIN AZUCAR 150G",5.5,73,4,3.8,
10121,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, LALA YOGUR NATURAL LIGHT 220G",7.88,46.4,0,3.68,
10122,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA GRIEGO NATURAL 125G",4.32,61.36,1.52,7.6,
10123,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA GRIEGO TODOS LOS SABORES 125G",7.65,69.39,1.33,6.69,
10124,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALINEA SÓLIDO NATURAL 900G",7.12,56.8,1.44,3.84,
10125,"YOGUR DE VASO BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALINEA SÓLIDO TODOS LOS SABORES 900G",7.04,53.92,2.19,3.55,
10126,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (CIRUELA PASA 900 G)",13.6,87,1.7,2.5,
10127,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (FRESA 900 G)",12.7,84,2.6,2.4,
10128,"YOGUR DE VASO CON PROBIÓTICOS, ACTIVIA (NATURAL 900 G)",10.6,84,3.12,3.28,
10129,"YOGUR DE VASO ENTERO CON FRUTAS, ALPURA (CON FRUTAS, 145G)",16.99,102.92,2.67,2.83,
10130,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CEREAL, 1KG)",13,89,2,3.7,
10131,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CEREALES, 205G)",15.04,96.8,2.48,3.52,
10132,"YOGUR DE VASO ENTERO CON FRUTAS, LALA (CREMOSO, FRESA, 125G)",15.68,691.2,2.32,3.12,
10133,"YOGUR DE VASO ENTERO CON FRUTAS, SANTA CLARA (MORA AZUL - 125G)",16.4,93.28,1.6,3.32,
10134,"YOGUR DE VASO ENTERO CON FRUTAS, SVELTY (YOGUR BATIDO O% GRASAS Y AZÚCAR) NATURAL",5,55,0.41,4.5,
10135,"YOGUR DE VASO ENTERO CON FRUTAS, SVELTY (YOGUR BATIDO O% GRASAS Y AZÚCAR) TODOS LOS SABORES",8.3,55,0.37,4.5,
10136,"YOGUR DE VASO ENTERO NATURAL, LALA (DESLACTOSADO, 900 G)",11.91,86.96,3.04,3.48,
10137,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, SVELTY 0% GRASA, TODOS LOS SABORES 225G",4.44,37.33,1.02,2.53,
10138,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, SVELTY BEBIBLE FIGURA O% 225G",4.53,37.33,1.02,2.53,
10139,"YOGUR PARA BEBER BAJO EN GRASA O LIGHT NATURAL O CON FRUTA, VITALÍNEA TODOS LOS SABORES 217G",5.71,41.34,0.97,2.44,
10140,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL FRESA 0% (100G)",4,34,0.4,2.9,
10141,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL MULTI FRUTAS (100G)",12.7,79,1.5,2.9,
10142,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL NATURAL (100G)",10.8,73,1.6,3,
10143,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL NATURAL 0% (100G)",3.3,28,0.1,2.8,
10144,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIMEL TODOS SABORES (100G)",8.74,60.4,1.28,2.88,
10145,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (NATURAL 225G)",12,70.4,1.6,2.5,
10146,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (SEMILLAS SELECTAS, TODOS SABORES 225G)",13.59,78.29,1.59,2.41,
10147,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (SIN AZUCAR SABOR CIRUELA PASA 225G)",5.2,44.3,1.5,2.6,
10148,"YOGUR PARA BEBER CON PROBIÓTICOS, ACTIVIA BEBIBLE (TODOS LOS SABORES 225G)",14.7,81.8,1.5,2.4,
10149,"YOGUR PARA BEBER CON PROBIÓTICOS, BENEGASTRO (NATURAL 240G)",15.04,80.17,1.33,2,
10150,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 (FRESA, 120G)",13.17,379.17,1.33,2.75,
10151,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 (NATURAL, 110G)",13.17,75.83,1.33,2.75,
10152,"YOGUR PARA BEBER CON PROBIÓTICOS, BIO4 BALANCE (TODOS LOS SABORES 250G)",14.4,80.6,1.46,2.44,
10153,"YOGUR PARA BEBER CON PROBIÓTICOS, GASTRO PROTECT (NATURAL, 228G)",10.26,65.79,1.4,3.07,
10154,"YOGUR PARA BEBER CON PROBIÓTICOS, SVELTY GASTRO PROTECT (NATURAL, 221G)",10,67.9,1,3,
10155,"YOGUR PARA BEBER ENTERO CON FRUTA, ALPURA BEBIBLE (CON FRUTAS-DURAZNO, 250G)",13.44,78.67,1.6,2.44,
10156,"YOGUR PARA BEBER ENTERO CON FRUTA, DANUP Q-KIS CREMOSO 220G",12.6,78.9,1.3,1.7,
10157,"YOGUR PARA BEBER ENTERO CON FRUTA, OIKOS ESTILO GRIEGO BEBIBLE 225G",13.02,80.75,1.82,3.07,
10158,"YOGUR PARA BEBER ENTERO CON FRUTA, YOPLAIT BEBIBLE ENTERO CON FRUTAS 242G",12.98,72.93,1.61,1.61,
10159,YOGURT DE FRUTAS (TODOS LOS SABORES),14.9,91.5,2.17,3.07,
10160,YOGURT DE SOYA (TODOS SABORES),6.89,40.46,0.58,1.4,
10161,YOGURT LIGHT (TODOS SABORES),9.31,60.48,0.84,3.9,
10162,YOGURT NATURAL (LECHE ENTERA),11.86,82.8,2.63,3.44,
10163,YOGURT NATURAL (LECHE SEMIDESCREMADA),7.24,66.18,1.39,3.77,
10164,YOGURT PARA BEBER (TODOS SABORES),12.67,73.7,1.69,1.96,
10165,YOGURT PARA BEBER LIGHT (TODOS SABORES),8.52,46.25,0.13,2.79,
11000,ACOCILES,0,107,1.3,21,
11001,CARACOL DE RIO,2,90,1.4,16.1,
11002,CHAPULINES CRUDOS,,412,4.71,77.25,
11003,GUSANO AHUAHUTLE (HUEVECILLOS),,286,3.48,63.8,
11004,GUSANO DE MAGUEY,0,190,13.7,16.7,
11005,JUMILES,0,437,34.2,32.2,
11006,ORUGAS,0,54,1.2,10.7,
12000,ALEGRIA NATURAL,65.25,371,7.02,13.56,
12001,AMARANTO TOSTADO,61.23,376,7.2,16.45,
12002,ARROZ INTEGRAL,76.17,359,2.68,7.5,
12003,ARROZ INTEGRAL COCIDO,25.58,123,0.97,2.74,
12004,ARROZ PRECOCIDO,80.89,374,1.03,7.51,
12005,ARROZ PROMEDIO,79,363.29,1.46,7.38,
12006,ARROZ PULIDO (CRUDO),79.95,365,0.66,7.13,
12007,AVENA (HOJUELAS),64.94,373,6.9,12.76,
12008,CAMOTE COCIDO SIN PIEL,17.72,76,0.14,1.37,
12009,CEBADA,73.48,354,2.3,12.48,
12010,CEBADA (PERLA),75.5,352,1.16,9.91,
12011,CENTENO (GRANO),69.76,351,2.5,12.3,
12012,ELOTE (PROMEDIO),22.06,97,1.24,3.26,
12013,ELOTE AMARILLO,18.7,86,1.35,3.27,
12014,ELOTE BLANCO,19.02,86,1.18,3.22,
12015,ELOTE BLANCO COCIDO CON SAL,21.71,97,1.41,3.34,
12016,ELOTE BLANCO COCIDO SIN SAL,21.71,97,1.41,3.34,
12017,"ELOTE EN GRANO, INDUSTRIALIZADO",13.23,65.84,0.78,2.37,
12018,"ESPAGUETI (SECO), NO PREPARADO",78.2,358,1.2,8.5,
12019,FECULA DE MAIZ,87.78,355.56,0,0,
12020,GERMEN DE TRIGO (CRUDO),46.7,367,9.72,23.15,
12021,GRANOS DE ELOTE NATURAL,74.26,365,4.74,9.42,
12022,HARINA 74% DE EXTRACCION (1A.),77.8,354,1.1,8.2,
12023,HARINA 80% DE EXTRACCION (2A.),76,359,2,9.3,
12024,HARINA DE ARROZ,81.5,365.23,1.09,7.5,
12025,HARINA DE MAIZ NIXTAMALIZADA (MASECA),55.9,296.3,3.6,6.8,
12026,HARINA DE MAIZ NIXTAMALIZADA (MINSA),77,376,4,8,
12027,HARINA DE MAIZ PARA ATOLE,78.8,394,5.1,8.2,
12028,HARINA DE MAIZ PARA TAMALES,78.45,387,4.2,8.8,
12029,HARINA DE TRIGO REFINADA,71,337,1,11,
12030,HARINA INTEGRAL DE CENTENO,69.74,355,2.69,13.03,
12031,HARINA NIXTAMALIZADA (MASECA),68,345,4.5,8,
12032,HARINA PARA HOT CAKES,55.2,285.7,4,8.4,
12033,HARINA PARA REPOSTERIA,83.5,378,1.2,8.2,
12034,MAIZ AMARILLO,74.26,365,4.74,9.42,
12035,MAIZ BLANCO,74.26,365,4.74,9.42,
12036,MAIZ CACAHUAZINTLE,70.49,371,4.7,11.7,
12037,MAIZ INFLADO AZUCARADO,79.1,431,12.8,3.8,
12038,MAIZ NEGRO O AZUL,70.93,374,5.44,10.4,
12039,MAIZ PALOMERO,71.1,375,4.6,12.2,
12040,MAIZ PRECOCIDO (PARA POZOLE),24.94,136.69,2.05,2.69,
12041,"MAIZENA SIN SABOR, EN POLVO",53.9,244.98,0.16,0.16,
12042,MASA CON CACAO,47.55,206.5,10.16,14.77,
12043,MASA TRATADA CON CAL DE MAIZ AMARILLO,31.8,161,2.2,3.5,
12044,MASA TRATADA CON CAL DE MAIZ BLANCO,31.8,158,1.9,3.5,
12045,MASA YUCATAN  (NIXTAMAL),36.4,171,1.2,3.6,
12046,OBLEAS,55,364.2,12.5,8.5,
12047,PAN ARABE (PITA) BLANDO,61.53,289.23,0.61,9.23,
12048,"PAN INTEGRAL (BOLILLO, TELERA)",50,260,4.17,12.5,
12049,PAPA COCIDA CON SAL,20.01,86,0.1,1.86,
12050,PAPA COCIDA SIN SAL,20.13,87,0.1,1.87,
12051,PASTA COCIDA CON SAL,30.59,157,0.93,5.8,
12052,PASTA COCIDA SIN SAL,30.86,158,0.93,5.8,
12053,PASTA ENRIQUECIDA CON HUEVO,74.4,373,4.1,9.7,
12054,PASTA HOJALDRE (CRUDA),45.1,551,38.1,7.3,
12055,PASTA PARA SOPA ENRIQUECIDA CON ESPINACAS,78.5,362,1.6,8.4,
12056,PASTA SIN ENRIQUECER (PROMEDIO),74.67,371,1.51,13.04,
12057,PINOLE SIN AZUCAR,76.85,361,3.86,6.93,
12058,SALVADO DE TRIGO,64.51,216,4.25,15.55,
12059,TORTILLA (PROMEDIO),46.42,239.65,3.69,5.82,
12060,TORTILLA DE HARINA MASECA O MINSA,76.71,362.33,3.88,7.76,
12061,TORTILLA DE LINAZA O NOPAL,45.58,193.93,0.54,4.32,
12062,TORTILLA NIXTAMALIZADA (PROMEDIO),39.72,199,2.67,5.1,
12063,"TORTILLA, DE HARINA DE MAÍZ MASECA O MINSA (FORTIFICADA)",49.27,297,7.58,8.01,
12064,"TORTILLA, DE HARINA DE MAIZ MINSA (FORTIFICADA), PREPARACION ESTANDARIZADA",39.88,185.81,2.07,4.14,
12065,"TORTILLA, DE HARINA DE TRIGO (FORTIFICADA)",44.08,298.47,10.83,5.4,
12066,"TORTILLA, DE MAIZ INDUSTRIALIZADA (PROMEDIO), (TIPO MILPA REAL)",44.08,214.07,1.93,5.27,
12067,"TORTILLA, DE MAIZ Y SOYA",46.6,222,2.5,5.7,
12068,"TORTILLA, DE MAIZ Y TRIGO",40.6,193,1.5,4.3,
12069,"TORTILLA, DE MASA DE MAIZ AMARILLO (NO FORTIFICADO)",47.47,228.6485,3.02,5.5,
12070,"TORTILLA, DE MASA DE MAIZ AZUL O NEGRO (NO FORTIFICADO)",56.42,265.597,2.93,6.53,
12071,"TORTILLA, DE MASA DE MAIZ BLANCO (NO FORTIFICADO)",44.9,199.815,1,5.4,
12072,"TOSTADA HORNEADA (SIN GRASA, SIN OTROS INGREDIENTES), INDUSTRIALIZADA",76.96,365.51,2.14,8.37,
12073,"TOSTADA O TORTILLA FRITA, DE MAIZ INDUSTRIALIZADA (TIPO MILPA REAL)",66.37,455.51,17.45,8.28,
12074,TRIGO ENTERO,71.13,339,2.47,13.68,
12095,"TORTILLA, DE HARINA DE MAIZ MASECA (FORTIFICADA), PREPARACION ESTANDARIZADA",28.9531,140.3551,1.8646,3.52202,
13000,ALEGRIA CON DULCE,56.57,358.93,9,11.13,
13001,ARROZ INFLADO,87.78,383,0.9,7.01,
13002,ARROZ INFLADO CON COCOA,86.66,399.58,3.66,5,
13003,BARRA DE ARROZ INFLADO RICE KRISPIES KELLOGS,80.5,417,9,3.4,
13004,BARRA DE AVENA PASAS Y COCO,66.7,464,17.6,9.8,
13005,BARRA DE AVENA QUAKER TODOS LOS SABORES,75.47,389,6.67,6.67,
13006,BARRA DE GRANOLA BAJA EN GRASAS CON ALMENDRAS,78,390,7.4,8,
13007,BARRA DE GRANOLA DURA CON ALMENDRAS,62,495,25.5,7.7,
13008,BARRA DE GRANOLA DURA CON CACAHUATE,62.3,483,23.8,9.8,
13009,BARRA DE GRANOLA DURA CON CHISPAS DE CHOCOLATE,72.1,438,16.3,7.3,
13010,BARRA DE GRANOLA DURA SENCILLA,64.4,471,19.8,10.1,
13011,BARRA DE GRANOLA NATURE VALLEY CHEWY TRAIL MIX,72.27,415,11.43,5.71,
13012,BARRA DE GRANOLA NATURE VALLEY NUECES Y CACAHUATES,61.14,487,22.86,9.14,
13013,BARRA DE GRANOLA QUAKER CHEWY,79.17,408,8.33,4.17,
13014,BARRA DE GRANOLA RELLENA DE FRUTAS,77.6,342,0.9,5.9,
13015,BARRA DE GRANOLA SUAVE CON ALMENDRAS,60.13,455,20,8.6,
13016,BARRA DE GRANOLA SUAVE CON CHISPAS DE CHOCOLATE,70.2,418,16.57,5.65,
