id,name,carbs,energy,fat,protein,sodium
20152,"HABAS VERDES SOFRITAS EN ACEITE , PREPARACION ESTANDARIZADA",9.8,93.39,5.05,2.86,
20153,"HIGADO DE RES ENCEBOLLADO, PREPARACION ESTANDARIZADA",6.77,136.42,7.6,9.64,
20154,"HOJALDRA CON ATUN, PREPARACION ESTANDARIZADA",27.57,375.02,26.05,9.09,
20155,"HONGOS EN SALSA VERDE, PREPARACION ESTANDARIZADA",4.24,38.4,1.95,2.14,
20156,"HUAUZONTLES CAPEADOS, PREPARACION ESTANDARIZADA",9.11,323.83,28.19,8.03,
20157,"HUEVO CON EJOTES, PREPARACION ESTANDARIZADA",4.61,105.46,7.83,4.72,
20158,"HUEVO CON FRIJOLES, PREPARACION ESTANDARIZADA",11.82,254.47,19.32,8.72,
20159,"HUEVO EN SALSA (PROMEDIO), PREPARACION ESTANDARIZADA",3.62,119.34,8.66,6.67,
20160,"HUEVO EN SALSA ROJA, PREPARACION ESTANDARIZADA",3.95,119.98,8.57,6.67,
20161,"HUEVO EN SALSA VERDE, PREPARACION ESTANDARIZADA",3.3,118.71,8.76,6.68,
20162,"HUEVO REVUELTO, INDUSTRIALIZADO",2.08,212,16.18,13.84,
20163,"HUEVO REVUELTO, PREPARACION ESTANDARIZADA",0.66,197.83,16.2,11.58,
20164,"HUITLACOCHE CON QUESO OAXACA, PREPARACION ESTANDARIZADA",6.38,190.81,14.07,10.14,
20165,"JICAMA O PEPINO CON CHILE, PREPARACION ESTANDARIZADA",7.04,28.44,0.15,0.73,
20166,"LASAGNA DE CARNE, PREPARACION ESTANDARIZADA",10.77,135.88,6.67,7.92,
20167,"LONGANIZA EN SALSA, PREPARACION ESTANDARIZADA",3.08,166.42,15.13,4.6,
20168,"MACARRONES CON QUESO, PREPARACION ESTANDARIZADA",20,164.82,6.24,6.63,
20169,"MACHACA CON PAPAS, PREPARACION ESTANDARIZADA",8.05,154.07,5.5,17.64,
20170,"MANZANA CON CHILE O CHAMOY, PREPARACION ESTANDARIZADA",44.36,180.02,0.42,0.63,
20171,"MENUDO O PANCITA, PREPARACION ESTANDARIZADA",4.92,61.79,2.21,5.27,
20172,"PACHOLA CASERA (MILANESA DE CARNE MOLIDA), PREPARACION ESTANDARIZADA",4.9,205.68,14.85,12.18,
20173,"MILANESA DE CERDO EMPANIZADA, PREPARACION ESTANDARIZADA",20.74,265.81,15.44,12.85,
20174,"MILANESA DE POLLO, PREPARACION ESTANDARIZADA",11.66,360.27,29.44,12.99,
20175,"MILANESA DE RES EMPANIZADA, PREPARACION ESTANDARIZADA",20.74,302.84,19.19,13.67,
20176,"MIXIOTE DE PESCADO, PREPARACION ESTANDARIZADA",5.27,87.22,1.26,9.55,
20177,"MIXIOTE DE POLLO, PREPARACION ESTANDARIZADA",9.88,99.17,2.66,7.68,
20178,"MOLE (PASTA PARA PREPARAR), INDUSTRIALIZADO",11.54,142,10.3,2.89,
20179,"MOLE CON POLLO (DESHEBRADO), PREPARACION ESTANDARIZADA",15.14,204.93,10.81,12.14,
20180,"MOLE DE OLLA, PREPARACION ESTANDARIZADA",3.2,38.68,1.09,4.26,
20181,"MOLE POBLANO SIN POLLO, PREPARACION ESTANDARIZADA",25.14,144.37,3.87,3.67,
20182,"MOLE VERDE CON POLLO (DESHEBRADO), PREPARACION ESTANDARIZADA",1.63,38.09,1.67,3.87,
20183,"MOLE VERDE SIN POLLO, PREPARACION ESTANDARIZADA",2.04,20.18,1.21,0.51,
20184,"NOPALES CON HUEVO, PREPARACION ESTANDARIZADA",2.54,96.19,6.9,6.1,
20185,"NOPALES CON PAPAS, PREPARACION ESTANDARIZADA",8.16,46.99,1.29,1.49,
20186,"NOPALES EN SALSA VERDE CON BISTEC, PREPARACION ESTANDARIZADA",3.91,35.24,0.5,4.31,
20187,"NOPALES EN SALSA VERDE, PREPARACION ESTANDARIZADA",4.19,19.13,0.12,1.21,
20188,"NOPALES FRITOS, PREPARACION ESTANDARIZADA",4.48,35.59,1.78,1.36,
20189,"PAELLA, PREPARACION ESTANDARIZADA",18.69,145.64,4.65,6.27,
20190,"PAPA (PROMEDIO), PREPARACION ESTANDARIZADA",14.35,187.51,12.75,3.95,
20191,"PAPA AL HORNO, PREPARACION ESTANDARIZADA",7.62,233.23,18.52,8.8,
20192,"PAPAS CON SALCHICHA Y HUEVO, PREPARACION ESTANDARIZADA",13.49,132.78,6.39,5.36,
20193,"PAPAS EN SALSA, PREPARACION ESTANDARIZADA",14.63,63.68,0.15,1.61,
20194,"PAPAS SOFRITAS EN ACEITE, PREPARACION ESTANDARIZADA",18.75,125.03,4.9,1.61,
20195,PAPAS Y TORTITA DE PAPA (PROMEDIO),16.27,217.56,15.87,3.35,
20196,"PASTA COCIDA (SIN OTROS INGREDIENTES), PREPARACION ESTANDARIZADA",28.09,139.54,0.57,4.66,
20197,"PASTA CON CREMA (NO CALDOSA), PREPARACION ESTANDARIZADA",11.34,95.71,4.21,2.77,
20198,"PATAS DE CERDO CAPEADAS, PREPARACION ESTANDARIZADA",9.8,288.71,22.38,12.26,
20199,"PATAS DE CERDO EN ESCABECHE, INDUSTRIALIZADAS",0,199,16.1,14.2,
20200,"PECHUGA DE POLLO ASADA, PREPARACION ESTANDARIZADA",4.36,106.12,4.52,12.89,
20201,"PECHUGA EMPANIZADA, PREPARACION ESTANDARIZADA",20.13,232.69,10.22,15.91,
20202,"PECHUGA RELLENA, PREPARACION ESTANDARIZADA",1.27,115.07,4.32,16.98,
20203,"PESCADO FRITO (CON HUESO), PREPARACION ESTANDARIZADA",0.75,197.42,13.29,15.82,
20204,"PICADILLO DE RES, PREPARACION ESTANDARIZADA",6.29,107.88,6.94,5.27,
20205,"PICADILLO DE SOYA, PREPARACION ESTANDARIZADA",10.27,114.04,5.39,7.87,
20206,"PICO DE GALLO, PREPARACION ESTANDARIZADA",5.74,25.1,0.22,1.08,
20207,"PLATANO FRITO (SIN CREMA NI AZUCAR), PREPARACION ESTANDARIZADA",26,263.35,18.76,1.06,
20208,"POLLO AL CARBON O A LAS BRASAS (ALA), PREPARACION ESTANDARIZADA",5.77,167.28,12.5,9.09,
20209,"POLLO AL CARBON O A LAS BRASAS (PECHUGA), PREPARACION ESTANDARIZADA",2.63,165.8,10.39,15.75,
20210,"POLLO AL CARBON O A LAS BRASAS (PIERNA O MUSLO), PREPARACION ESTANDARIZADA",3.43,271.47,20.68,17.1,
20211,"POLLO AL CARBON O A LAS BRASAS, PIEZA (PROMEDIO), PREPARACION ESTANDARIZADA",3.68,180.37,12.92,12.65,
20212,"POLLO CON PAPAS, PREPARACION ESTANDARIZADA",9.83,70.95,0.98,5.35,
20213,"POLLO EMPANIZADO (ALA), PREPARACION ESTANDARIZADA",17.98,294.74,20.15,11.48,
20214,"POLLO EMPANIZADO (PIERNA O MUSLO), PREPARACION ESTANDARIZADA",10.44,312.59,24.43,12.9,
20215,"POLLO EMPANIZADO, PIERNA O MUSLO, PREPARACION ESTANDARIZADA",33.99,182.3,2.21,6.55,
20216,"POLLO EMPANIZADO, PIEZA (PROMEDIO), PREPARACION ESTANDARIZADA",20.64,255.55,14.25,11.72,
20217,"POZOLE (PROMEDIO), PREPARACION ESTANDARIZADA",11.27,72.16,1.7,2.83,
20218,"POZOLE BLANCO CON CARNE (POLLO O CERDO), PREPARACION ESTANDARIZADA",7,77.34,3.3,4.21,
20219,"POZOLE BLANCO SIN CARNE, PREPARACION ESTANDARIZADA",8.45,46.42,0.72,0.9,
20220,"POZOLE ROJO CON CERDO, PREPARACION ESTANDARIZADA",18.01,91.86,1.05,3.33,
20221,"AVENA CON CACAO, PREPARACION ESTANDARIZADA",4.61,27.12,0.74,0.44,
20222,"AVENA CON LECHE, PREPARACION ESTANDARIZADA",13.3,100.07,3.46,3.93,
20223,"PURE DE PAPA, PREPARACION ESTANDARIZADA",16.02,126.88,5.56,3.01,
20224,"QUESO EMPANIZADO/CAPEADO, PREPARACION ESTANDARIZADA",20.38,335.81,21.15,14.8,
20225,"QUESO EN SALSA, PREPARACION ESTANDARIZADA",3.86,195.65,16.77,8.66,
20226,"QUINTONILES GUISADOS, PREPARACION ESTANDARIZADA",6.17,40.85,0.42,2.97,
20227,"RAJAS CON CREMA, PREPARACION ESTANDARIZADA",9.29,108,7.25,2.03,
20228,"REQUESON PREPARADO, PREPARACION ESTANDARIZADA",9.76,127.65,5.83,9.23,
20229,"ROLLOS DE JAMON CON VERDURA, PREPARACION ESTANDARIZADA",4.22,139.89,10.7,7.12,
20230,"ROMEROS CON MOLE, PREPARACION ESTANDARIZADA",5.71,114.99,7.27,6.55,
20231,"SALPICON DE RES, PREPARACION ESTANDARIZADA",4.36,120.6,8.15,8.23,
20232,"SALSA BARBECUE, INDUSTRIALIZADA",43.25,175.35,0.1,0.36,
20233,"SALSA CHIMICHURRI, PREPARACION ESTANDARIZADA",2.98,612.16,67.05,0.75,
20234,"SALSA DE CACAHUATE, PREPARACION ESTANDARIZADA",21.58,361.14,26.55,13.6,
20235,"SALSA DE CHILE MANZANO, PREPARACION ESTANDARIZADA",3.92,30.88,1.51,0.85,
20236,"SALSA DE OREGANO, PREPARACION ESTANDARIZADA",1.78,464.97,50.59,0.79,
20237,"SALSA MEXICANA, PREPARACION ESTANDARIZADA",4.14,31.49,1.55,0.8,
20238,"SALSA ROJA PARA LOS GUISADOS, PREPARACION ESTANDARIZADA",5.2,43.75,2.52,0.9,
20239,"SALSA ROJA, PREPARACION ESTANDARIZADA",4.35,45.61,3.03,0.79,
20240,"SALSA VERDE  PARA LOS GUISADOS, PREPARACION ESTANDARIZADA",7.97,76.6,4.75,1.66,
20241,"SALSA VERDE (PROMEDIO), PREPARACION ESTANDARIZADA",6.65,43.94,1.73,1.37,
20242,"SALSA VERDE CON CHILE  MORITA, PREPARACION ESTANDARIZADA",6.75,31.04,0.26,1.31,
20243,"SALSA VERDE CON CHILE SERRANO, PREPARACION ESTANDARIZADA",5.24,24.19,0.19,1.15,
20244,"SANDWICH (PROMEDIO), PREPARACION ESTANDARIZADA",15.5,213.42,13.14,7.91,
20245,"SANDWICH DE JAMON, PREPARACION ESTANDARIZADA",13.14,286.1,21.57,8.21,
20246,"SANDWICH DE POLLO, PREPARACION ESTANDARIZADA",18.29,214.24,10.32,11.39,
20247,"SANDWICH DE QUESO BLANCO, PREPARACION ESTANDARIZADA",15.08,206.29,13.05,7.06,
20248,"SANDWICH DE QUESO DE PUERCO, PREPARACION ESTANDARIZADA",15.5,147.03,7.61,4.99,
20249,"SANDWICH, INDUSTRIALIZADO",20.43,213,10.04,10.52,
20250,"SARDINAS RANCHERAS, PREPARACION ESTANDARIZADA",4.04,498.57,54.81,3.25,
20251,"SINCRONIZADA, PREPARACION ESTANDARIZADA",14.54,311.9,21.83,14.08,
20252,"SOPA CONDENSADA DE POLLO CON TALLARINES, INDUSTRIALIZADA",6.34,41.99,0.79,2.38,
20253,"SOPA DE CHAYOTE, PREPARACION ESTANDARIZADA",2.2,19.63,0.61,1.48,
20254,"SOPA DE CHICHARO, INDUSTRIALIZADA",12.69,94,2.77,4.97,
20255,"SOPA DE GARBANZO, PREPARACION ESTANDARIZADA",9.5,85.81,3.57,4.62,
20256,"SOPA DE HABA, PREPARACION ESTANDARIZADA",6.77,51.13,1.18,3.65,
20257,"SOPA DE LENTEJA, PREPARACION ESTANDARIZADA",18.91,108.88,0.84,7.13,
20258,"SOPA DE PAPA, PREPARACION ESTANDARIZADA",10.27,54.17,1.06,0.94,
20259,"SOPA DE PASTA (TIPO MARUCHAN), INDUSTRIALIZADA",60.26,440,17.59,10.17,
20260,"SOPA DE PASTA CASERA, PREPARACION ESTANDARIZADA",7.5,57.33,1.74,2.59,
20261,"SOPA DE PASTA CON VERDURAS, PREPARACION ESTANDARIZADA",6.62,41.96,0.53,2.44,
20262,"SOPA DE PASTA SECA, PREPARACION ESTANDARIZADA",18.58,105.64,1.77,3.62,
20263,"SOPA DE TORTILLA, PREPARACION ESTANDARIZADA",7.75,151.48,12.23,3,
20264,"SOPA DE VERDURAS (MINESTRONE), INDUSTRIALIZADA",5.16,26.04,0.28,0.72,
20265,"SOPA DE VERDURAS, PREPARACION ESTANDARIZADA",3.43,25.76,1.23,0.47,
20266,"SOPA INDUSTRIALIZADA CONDENSADA DE POLLO CON ARROZ, INDUSTRIALIZADA",5.41,33.32,0.48,1.86,
20267,"SOUFFLE (TODOS SABORES), PREPARACION ESTANDARIZADA",1.99,247.8,21.12,11.94,
20268,"SOYA COCIDA, PREPARACION ESTANDARIZADA",9.93,173,8.97,16.64,
20269,"TACO DE ESPAGUETTI CON MAYONESA, PREPARACION ESTANDARIZADA",17.22,118.92,4.48,2.53,
20270,"TACO DE FRIJOLES REFRITOS, PREPARACION ESTANDARIZADA",25.1,156.14,4.38,4.45,
20271,"TACO DE GUISADO DE CERDO, PREPARACION ESTANDARIZADA",21.71,150.84,3.73,7.72,
20272,"TACO DE GUISADO DE POLLO, PREPARACI?N ESTANDARIZADA",21.27,151.96,5.21,5.03,
20273,"TACO DE GUISADO DE RES, PREPARACION ESTANDARIZADA",20.99,155.35,5.69,5.18,
20274,"TACO DE GUISADO DE VERDURAS CON CREMA, PREPARACION ESTANDARIZADA",16.07,132.89,6.1,3.72,
20275,"TACO DE LONGANIZA, PREPARACION ESTANDARIZADA",20.92,271.35,17.91,6.61,
20276,"TACO DE MACHACA CON TORTILLA DE MAIZ (SIN FREIR), PREPARACION ESTANDARIZADA",23.26,213.83,6.08,16.12,
20277,"TACO DE MACIZA (CARNE DE CERDO), PREPARACION ESTANDARIZADA",27.77,206.26,5.71,10.78,
20278,"TACO DE MARISCOS SIN FREIR, PREPARACION ESTANDARIZADA",20.94,158.72,4.71,6.62,
20279,"TACO DE PAPA FRITA (SOFRITA), PREPARACION ESTANDARIZADA",29.35,166.72,4.32,2.69,
20280,"TACO DE PESCADO SIN FREIR, PREPARACION ESTANDARIZADA",14.18,92.13,1.27,4.98,
20281,"TACO DE PICO DE GALLO, PREPARACION ESTANDARIZADA",23.83,118.05,1.64,2.56,
20282,"TACO DE REQUESON, PREPARACION ESTANDARIZADA",29.28,184.08,4.53,6.64,
20283,"TACO DE VERDOLAGA, PREPARACION ESTANDARIZADA",20.65,135.47,5.06,2.49,
20284,"TACO DORADO (PROMEDIO), PREPARACION ESTANDARIZADA",24.06,264.4,14.35,9.74,
20285,"TACO DORADO DE CERDO, PREPARACION ESTANDARIZADA",20.29,269.66,14.54,14.07,
20286,"TACO DORADO DE PAPA, PREPARACION ESTANDARIZADA",27.1,176.88,6.68,2.55,
20287,"TACO DORADO DE POLLO, PREPARACION ESTANDARIZADA",24.6,310.55,17.61,13.03,
20288,"TACO DORADO DE REQUESON, PREPARACION ESTANDARIZADA",24.97,264.71,15.86,5.97,
20289,"TACO DORADO DE RES, PREPARACION ESTANDARIZADA",23.19,298.64,16.97,13.01,
20290,"TACOS DE DISCADA, PREPARACION ESTANDARIZADA",21.49,197.53,8.13,6.72,
20291,"TACOS DE MACHACA CON TORTILLA DE HARINA (SIN FREIR), PREPARACION ESTANDARIZADA",17.71,231.22,9.18,18.69,
20292,"TACOS SIN FREIR (PROMEDIO), PREPARACION ESTANDARIZADA",24.3,224.43,9.73,9.59,
20293,"TINGA DE POLLO, PREPARACION ESTANDARIZADA",3.64,132.35,7.16,12.92,
20294,"TORTA DE  MILANESA, PREPARACION ESTANDARIZADA",18.47,311.06,23.17,8.23,
20295,"TORTA DE JAMON, PREPARACION ESTANDARIZADA",20.92,229.22,13.29,6.88,
20296,"TORTA DE POLLO, PREPARACION ESTANDARIZADA",20.92,228.94,10.39,12.59,
20297,"TORTA DE SALCHICHA, PREPARACION ESTANDARIZADA",18.18,226.79,13.83,8.06,
20298,"TORTA DE SARDINA, PREPARACION ESTANDARIZADA",28.26,173.31,6.08,8,
20299,TORTA Y SANDWICH (PROMEDIO),18.86,220.64,11.91,9.8,
20300,"TORTITA CAPEADA DE VERDURA, PREPARACION ESTANDARIZADA",7,248.36,23.85,2.29,
20301,"TORTITA DE CAMARON, PREPARACION ESTANDARIZADA",6.17,340.69,25.13,21.84,
20302,"TORTITA DE CARNE, PREPARACION ESTANDARIZADA",3.3,231.58,19.93,9.98,
20303,"TORTITA DE CEREALES, PREPARACION ESTANDARIZADA",42.48,284.1,9.7,8.59,
20304,"TORTITA DE COLIFLOR, PREPARACION ESTANDARIZADA",7.07,134.39,10.48,3.66,
20305,"TORTITA DE HABA, PREPARACION ESTANDARIZADA",13.96,241.57,16.98,9.28,
20306,"TORTITA DE NOPALES EN SALSA, PREPARACION ESTANDARIZADA",10.92,199.54,16.12,3.66,
20307,"TORTITA DE PAPA, PREPARACION ESTANDARIZADA",16.55,282.68,22.38,4.75,
20308,"TORTITA DE PLATANO, PREPARACION ESTANDARIZADA",29.1,310.77,20.93,4.34,
20309,"TORTITA DE SOYA CON SALSA, PREPARACION ESTANDARIZADA",10.49,114.07,6.11,5.84,
20310,"TORTITA DE SOYA, PREPARACION ESTANDARIZADA",24.65,292.78,14,19.85,
20311,TORTITAS DE VERDURAS CAPEADAS (PROMEDIO),11.42,187.84,13.96,4.82,
20312,"TOSTADA DE PICADILLO, PREPARACION ESTANDARIZADA",15.57,220.61,14.64,6.98,
20313,"TOSTADA O TORTILLA FRITA EN ACEITE, PREPARACION ESTANDARIZADA",35.2,385.11,25.97,3.35,
20314,"TOSTADA O TORTILLA FRITA EN MANTECA, PREPARACION ESTANDARIZADA",32.46,427.42,31.63,3.09,
20315,"VERDURA AL VAPOR CON QUESO, PREPARACION ESTANDARIZADA",5.36,59.05,2.82,4.27,
20316,"VERDURA FRITA, PREPARACION ESTANDARIZADA",5.46,104.51,8.96,1.52,
20317,"YOGURT CON CEREAL, PREPARACION ESTANDARIZADA",24.2,144.68,3.41,4.42,
21000,"BARBACOA (CHIVO, BORREGO Y RES), PREPARACION ESTANDARIZADA",2.52,192.8,15.54,10.23,
21001,"BURRITO (TODOS SABORES), PREPARACION ESTANDARIZADA",21.18,193.18,8.25,8.45,
21002,"CARNE AL PASTOR, PREPARACION ESTANDARIZADA",4.87,169.34,11.55,11.87,
21003,"CEMITA DE CARNITAS, PREPARACION ESTANDARIZADA",22.95,238.21,11.06,11.35,
21004,"CHILAQUILES SIN CREMA NI QUESO, PREPARACION ESTANDARIZADA",19.93,197.37,12.44,2.21,
21005,"CHILAQUILES VERDES CON CREMA Y QUESO, PREPARACION ESTANDARIZADA",20.81,222.94,13.87,3.86,
21006,"ELOTE PREPARADO, PREPARACION ESTANDARIZADA",19.75,113.66,3.94,3.41,
21007,"ENCHILADAS  DE MOLE, PREPARACION ESTANDARIZADA",15.69,217.02,14.06,7.26,
21008,"ENCHILADAS  ROJAS, PREPARACION ESTANDARIZADA",13.87,232.6,12.59,15.21,
21009,"ENCHILADAS  VERDES, PREPARACION ESTANDARIZADA",10.17,171.17,10.92,8.21,
21010,"ENCHILADAS (PROMEDIO), PREPARACION ESTANDARIZADA",13.37,207.26,12.54,10.24,
21011,"ENCHILADAS VERDES CON QUESO, INDUSTRIALIZADAS",17.51,196,11.56,5.91,
21012,"ENFRIJOLADAS, PREPARACION ESTANDARIZADA",13.6,167.28,9.32,7.18,
21013,"ESQUITES, PREPARACION ESTANDARIZADA",21.56,96.32,1.4,3.31,
21014,"GORDA (AL COMAL) DE QUESO, PREPARACION ESTANDARIZADA",16.73,229.57,12.39,10.68,
21015,"GORDA (PROMEDIO), PREPARACION ESTANDARIZADA",23.12,262.75,16.46,6.01,
21016,"GORDA DE CHICHARRON PRENSADO O CHALES, PREPARACION ESTANDARIZADA",25.67,239.69,9.1,13.83,
21017,"GORDA DE CHICHARRON PRENSADO Y CHALES (FRITA), PREPARACION ESTANDARIZADA",15.32,387.37,29.95,14.85,
21018,"GORDA DE ELOTE DULCE, PREPARACION ESTANDARIZADA",17.4,149.62,8.46,2.11,
21019,"GORDA DE FRIJOL (FRITA), PREPARACION ESTANDARIZADA",18.93,337.69,28.28,2.84,
21020,"GORDA DE FRIJOL, PREPARACION ESTANDARIZADA",27.6,145.47,2.29,3.79,
21021,"GORDA DE MAIZ PROMEDIO, INDUSTRIALIZADA",38.5,307,15.8,4.1,
21022,"GORDA DE MANTECA, PREPARACION ESTANDARIZADA",23.1,278.57,19.54,2.54,
21023,"GORDA DE PAPA CON QUESO (FRITA), PREPARACION ESTANDARIZADA",20.14,206.72,13.21,2.61,
21024,"GORDA DE PAPA CON QUESO, PREPARACION ESTANDARIZADA",26.69,165.93,4.19,5.6,
21025,"GORDA DE QUESO (FRITA), PREPARACION ESTANDARIZADA",19.36,365.1,30.1,5.16,
21026,"GORDA DE REQUESON (FRITA), PREPARACION ESTANDARIZADA",21.86,374.83,31.24,2.5,
21027,"GORDA DE REQUESON, PREPARACION ESTANDARIZADA",26.85,151.18,2.78,4.79,
21028,"GORDA, TLACOYO, SOPE, TACO, FRITOS (PROMEDIO)",23.08,211.52,13.32,6.27,
21029,"GRINGA, PREPARACION ESTANDARIZADA",9.6,179,10.87,10.94,
21030,"HUARACHE DE BISTEC, PREPARACION ESTANDARIZADA",17.28,150.89,5.9,7.2,
21031,"HUARACHE, PREPARACION ESTANDARIZADA",20,155.3,7.31,2.91,
21032,"MOLLETES, PREPARACION ESTANDARIZADA",23.77,210.52,8.65,9.67,
21033,"PAMBAZO DE ATUN, PREPARACION ESTANDARIZADA",15.93,175.75,7.97,13.45,
21034,"PAMBAZO DE PAPA CON CHORIZO, PREPARACION ESTANDARIZADA",25.34,234.72,11.01,8.2,
21035,"PAMBAZO DE POLLO, PREPARACION ESTANDARIZADA",20.08,252.48,16.45,6.33,
21036,"PANUCHO, PREPARACION ESTANDARIZADA",13.52,174.5,11.25,4.82,
21037,"QUESADILLA DE BISTEC CON QUESO, PREPARACION ESTANDARIZADA",10.73,295.76,19.45,18.96,
21038,"QUESADILLA DE CAZON, PREPARACION ESTANDARIZADA",14.77,242.5,16.07,8.26,
21039,"QUESADILLA DE GARBANZO, PREPARACION ESTANDARIZADA",29.54,177.07,4.07,6.18,
21040,"QUESADILLA DE HUITLACOCHE, PREPARACION ESTANDARIZADA",27.72,157.62,3.7,3.53,
21041,"QUESADILLA DE LOMO, PREPARACION ESTANDARIZADA",9.22,195.48,10.06,16.6,
21042,"QUESADILLA DE PAPA CON QUESO, PREPARACION ESTANDARIZADA",24.28,174.58,5.62,6.92,
21043,"QUESADILLA DE POLLO, PREPARACION ESTANDARIZADA",14.91,187.15,7.35,14.81,
21044,"QUESADILLA DE PUERCO CON QUESO, PREPARACION ESTANDARIZADA",13.13,246.67,12.5,20,
21045,"QUESADILLA DE QUESO, PREPARACION ESTANDARIZADA",22.52,257.39,12.77,13.59,
21046,"QUESADILLA DE SESOS, PREPARACION ESTANDARIZADA",10.5,231.11,18.73,5.42,
21047,"QUESADILLA DE VERDURAS CON QUESO, PREPARACION ESTANDARIZADA",21.44,193.12,8.77,7.87,
21048,"QUESADILLA DE VERDURAS SIN QUESO, PREPARACION ESTANDARIZADA",27.52,163.76,4.72,3.51,
21049,"QUESADILLA FRITA (PROMEDIO), PREPARACION ESTANDARIZADA",18.06,222.47,11.52,11.46,
21050,"SOPE SENCILLO (FRIJOLES, SALSA, CREMA, QUESO, CEBOLLA), PREPARACION ESTANDARIZAD",16.8,178.05,10.17,4.14,
21051,"SOPE,QUESADILLA Y GORDA PROMEDIO",31.24,250.43,15.35,5.67,
21052,"TACO ACORAZADO PROMEDIO, PREPARACION ESTANDARIZADA",24.59,180.49,6.07,7.13,
21053,"TACO AL PASTOR, PREPARACION ESTANDARIZADA",23.28,197.7,7.92,8.54,
21054,"TACO DE BARBACOA, PREPARACION ESTANDARIZADA",23.67,200.46,8.65,6.81,
21055,"TACO DE BISTEC, PREPARACION ESTANDARIZADA",25,233.92,8.01,14.8,
21056,"TACO DE CANASTA (TODOS SABORES), PREPARACION ESTANDARIZADA",29.05,289.23,17.4,4.5,
21057,"TACO DE VISCERAS, PREPARACION ESTANDARIZADA",14.63,238.87,17.58,5.46,
21058,"TACOS DE CABEZA DE RES, PREPARACION ESTANDARIZADA",17.56,296.66,18.88,14.26,
21059,"TACOS DE CARNITAS, PREPARACION ESTANDARIZADA",28.21,227.64,8.89,8.87,
21060,"TAMAL (PROMEDIO), PREPARACION ESTANDARIZADA",13.87,219.48,14.03,7.43,
21061,"TAMAL CON CERDO, PREPARACION ESTANDARIZADA",17.54,243.32,16.43,6.68,
21062,"TAMAL CON RES, PREPARACION ESTANDARIZADA",16.26,209.46,14.46,3.52,
21063,"TAMAL DE PESCADO (SIN MASA), PREPRACION ESTANDARIZADA",3.79,96.93,1.06,11.99,
21064,"TAMAL DE PESCADO, PREPARACION ESTANDARIZADA",12.13,212.2,15.11,5.04,
21065,"TAMAL OAXAQUENO, PREPARACION ESTANDARIZADA",10.58,156.54,10.99,4.04,
21066,"TAMAL SIN CARNE (DE SAL), PREPARACION ESTANDARIZADA",16.97,233.34,17.51,1.9,
21067,"TLACOYO, PREPARACION ESTANDARIZADA",23.71,174.76,5.42,7.55,
21068,"TLAYUDA, PREPARACION ESTANDARIZADA",8.34,251.56,18.24,14.01,
21069,"TORTA (PROMEDIO), PREPARACION ESTANDARIZADA",24.22,259.51,13.77,10.46,
21070,"TORTA DE FRIJOLES REFRITOS, PREPARACION ESTANDARIZADA",34.99,238.19,8.19,5.83,
21071,"TORTA DE QUESO, PREPARACION ESTANDARIZADA",30.75,312.25,15.22,12.68,
21072,"TORTA DE TAMAL PROMEDIO, PREPARACION ESTANDARIZADA",26.22,206.74,8.28,5.89,
21073,"TOSTADA DE PATA, PREPARACION ESTANDARIZADA",13.05,203.53,14.51,4.57,
21074,"TOSTADA DE POLLO O TINGA, PREPARACION ESTANDARIZADA",10.28,180.05,9.83,12.66,
21075,"TOSTADA PREPARADA (PROMEDIO), INDUSTRIALIZADA",20.44,255,13.78,12.74,
21076,"TOSTADA PREPARADA (PROMEDIO), PREPARACION ESTANDARIZADA",14.58,243.84,16.38,9.22,
21077,"TOSTADA SENCILLA DE FRIJOL, PREPARACION ESTANDARIZADA",16.69,254.82,16.99,8.01,
21078,"UCHEPO  DULCE (TAMAL DE ELOTE), PREPARACION ESTANDARIZADA",27.23,158.99,5.73,2.51,
21079,UCHEPO (PROMEDIO),35.47,163,0.87,3.3,
21080,"UCHEPO DE LECHE (TAMAL DE ELOTE), PREPARACION ESTANDARIZADA",19.7,100.04,1.93,2.82,
21081,"UCHEPO SALADO (TAMAL DE ELOTE), PREPARACION ESTANDARIZADA",11.6,112.01,6.47,3.72,
22000,"ALITAS, ""WINGS-STOP BONELESS AJO PARMESANO""",22,379,24,19,
22001,"ALITAS, ""WINGS-STOP BONELESS ATÓMICAS""",21,276,12,17,
22002,"ALITAS, ""WINGS-STOP BONELESS CAJÚN""",22,276,12,17,
22003,"ALITAS, ""WINGS-STOP BONELESS HAWAIIAN""",28,310,12,17,
22004,"ALITAS, ""WINGS-STOP BONELESS HICKORY SMOKED BBQ""",29,328,12,17,
22005,"ALITAS, ""WINGS-STOP BONELESS KOREANO PICANTE Q""",29,310,12,19,
22006,"ALITAS, ""WINGS-STOP BONELESS LOUSIANA RUB""",22,362,22,17,
22007,"ALITAS, ""WINGS-STOP BONELESS MANGO HABANERO""",29,293,12,17,
22008,"ALITAS, ""WINGS-STOP BONELESS MILD""",21,362,22,17,
22009,"ALITAS, ""WINGS-STOP BONELESS ORIGINAL HOT""",21,276,12,17,
22010,"ALITAS, ""WINGS-STOP BONELESS PIMIENTA LIMÓN""",21,362,22,17,
22011,"ALITAS, ""WINGS-STOP BONELESS, SIN SALSA""",21,276,12,17,
22012,"ALITAS, ""WINGS-STOP JUMBO ATÓMICAS AJO PARMESANO""",3,345,26,28,
